,product_category,product_url,review_date,handle,rating,helpfulness_rating,review
3000,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,19-Aug-17,Hillary,1,379,"I was excited to order these as they had good reviews... plus there was a coupon available.  I was rather disappointed when I received the containers in horrible condition. The wipes had leaked, the labels were saturated and were shredded. The ink on the plastic container had transferred to the containers and I actually had to use the wipes to clean up the mess. I was excited to find an item that I regularly purchase online for a good deal, but after my experience, I think I'll continue to purchase my wipes in store."
3001,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,17-Jan-18,Amazon Customer,1,240,"These have gone down in quality, now each individual container is not sealed, and the wipes themselves, are very different.  Might as well get the off-brand wipes since Lysol reduced what was the king of disposable wipes to nothing more than another common wipe.  I don't understand, lysol usually has good quality stuff, these aren't quality."
3002,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,11-May-20,Ana Alberto,1,63,"It’s very disappointing to receive My order in these conditions! I understand that the need to fulfill orders is overwhelming but it’s no excuse to not properly prepare and ship the orders. These containers were in a box more then twice it’s size without any filling to support them and avoid the container to tilt and disinfecting liquid spilling out. As result, I’m going to have dried out wipes! With the horrible pandemic and how we are all trying to fight against and stay healthy, this is very upsetting & stressing to say the least."
3003,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,20-Apr-18,Kimberly,3,81,"I did receive this and it felt like they may have been a very hot place, or humid place.  That would make sense if they were in a warehouse that is hot.  I just hope that the wipes will be wet enough to actually clean with these.  I also hope that they are not ready to be expired.  I mean these things don’t last for ever.  I wish they would.  These are so easy to clean with and, safe to use on practically anything. Ok I just cleaned with these.  Yes it took more wipes then normal.  I usually only use these in the bathroom.  I normall uae vinegar and water to clean the house but, saw a lot of bad reviews on here.  So yes I have to agree with others they I will not buying these again.  I bought the Clorox ones on here and, they were awesome.  I think Lysol was not as good anymore or maybe just from Amazon."
3004,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,15-May-17,Daniela,5,92,"Let's face it, cleaning is already a task most of us do not look forward to so why not make it easier? For me, wipes are the answer. Before these I was spraying with a cleaner that was probably spraying in places I didn't want it to, waiting for the cleaner to soak in before using paper towels to finally wipe off the food particles and spills. Now I simply grab a wipe out of the container and everything comes off in one step and I can clean with the wipe exactly where I want to, unlike a spray. The packaging makes it easy to tear off one or as many as you need and closes tightly. These work better to really help loosen and remove any stuck on food that I would usually have to scrub off with other cleaning products. I should also mention I used to buy Clorox wipes but these leave less lint than the Clorox did. I would have to wipe the lint away with a rag after cleaning with those, not saving me any time. These Lysol wipes work great, one goes a long way and they arrived in perfect condition. I'll be buying for life (until one day when I hopefully become rich and can afford a great housekeeper, that is.)"
3005,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,18-Jan-18,The eBook Investigator,1,81,I've always been a fan of Lysol but certainly not these. Every time I try to clean with them I end up with an awful headache. I must add that I'm sensitive to fragrances and ones that bother me tend to lead to migraines like these do. Not worth it for me to go through the misery. If you don't have those types of sensitivities they may work out well.
3006,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,6-Apr-18,KJ,1,73,I received these yesterday and they were a soggy mess.  When I removed the outer wrapping all of the canister labels came with it because they were soaking wet.  It's impossible to tell how many of the canisters leaked but there was a whole lot of product lost to leakage.
3007,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,21-Jun-20,Jerry,2,29,"I compared Lysol vs Clorox wipes.  I have to said Clorox is the winner!  Why? Because Lysol wipe drys up fast. Not enough liquid solution. It’s hard to disinfect a surface when the wipe is dry.  I noticed Clorox weights 581g(78 wipes) vs Lysol only 473g(80 wipes).  Lysol is lighter, definitely dryer."
3008,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,10-Apr-18,Michael M.,5,21,"These are great for little messes that might require a bit of anti-bacterial action.  We keep them in the kitchen for things like wiping down countertops after preparing chicken or other foods that might carry bacteria.  A  quick wipe down with them on the counters, stovetop, etc. makes us all feel a little safer about what we eat and where we prepare our food.  They clean, plus give you the satisfaction of knowing that you are not only cleaning, but you are disinfecting at the same time.  A must-have for the whole house."
3009,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,28-May-20,Virginia G McCarey,2,9,"Just had my order arrive. It came in a plastic bag, rather than a box. Right off the bat I could smell the lemon scent before I had even removed the wipes from the bag. Then I reached in the bag and felt the moisture. It was my original intention to give these wipes to my son and his wife. After opening the plastic wrap around the containers I came across loose, torn and wet labels. There is no way I can give these to anyone. Due to the loss of liquid there is no telling how effective they will be. I do have a 2nd order going direct to my daughter in NY. I hope her shipment has better luck. Update; 5/30/20 The 2nd order arrived at my daughter's house in perfect condition. This time it was in a box and shipped out of Texas. Mine as mentioned above was in a plastic bag and shipped out of Michigan. The system will not allow me to write a different review for the new shipment. I thought it only fair to report to good results as well as the bad."
3010,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,10-Sep-20,Eva,1,9,"I received my package back in July and just opened them tonight...to my surprise, two of the four canisters had NO LIDS!?  Not sure if these are safe to use now!?  And I am too late to ask for a refund because I waited too long to open up the package.  Buyer beware!"
3011,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,10-Jun-20,R. Arless,1,8,"I can live with the slightly cheaper container which it truly is, can't see this as real problem.as long as the product is still good, Problem is, the product has been cheapened too I actually like the new style of the wipe, in theory it seems like it would last longer BUT THE WIPES HARDLY HAVE A ENOUGH CLEANING LIQUID TO BE USEFUL. The old old one came wet, there was excess liquid in every container. This is ridiculous, this cleaning liquid costs practically nothing to make. The price is now over 25 percent higher than before. Not going to be repurchasing an overpriced roll of tiny paper towels which are barely moist."
3012,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,2-May-20,E. Kenyon,5,7,"So happy to find these and I love this product. I will be dropping most of mine of at a nurse's home who works directly with COVID patients. Please do not hoard these in these times and check in with your essential worker friends/family to see if they need any. Message from a nurse: As some of you know for 5 and a half weeks now I’ve been caring for Covid 19 patients in the ICU/Emergency Room and Step down units. In the very beginning we used a new face shield, mask and gown every time we entered a room. We are now allowed one mask every 3 shifts and one face shield forever. We depend on wipes to clean our face shields every time we exit a room. Without being able to clean these we would be passing the virus from room to room and literally be bringing it home in our cars/on our shoes to our families. We also use these wipes for shared equipment (X-ray machines, dialysis machines etc) I know these have been really hard to find, but if anyone scored some, my colleagues, patients and I would love any wipes you’d be able to share"
3013,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,6-Mar-20,Amazon Customer,5,9,Love these wipes for convenience! I bought a multipack for a great price back in the summer. So disappointed that the same multipack was jacked up to over $40 now with all the health concerns. Shame on Amazon for taking advantage of people!!!
3014,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,7-Jan-20,ArgoFX,1,9,The picture for this product is deceptive. It shows that it will be in a plastic can but what I received definitely wasn’t in a plastic can. It’s in a bag form instead where you open the plastic lid attached to the bag and pull out a wipe. Similar to like baby wipe packaging and one can easily get them mixed up which is why I liked the cans better. It’s not worth the trouble for me to go and return them though. They should update the image to this product so that they’re not tricking customers regarding what they will receive.
3015,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,26-Feb-20,Bookworm42,5,4,"I use these everywhere at home, work, and on the go. We keep these everywhere at work when someone is sick we go on a massive cleaning spree. Wipes are in every room and we stay healthy! A tip for those that travel: put a few of these in a sandwich bag and they’ll stay good when you travel. Better, cheaper way to wipe down tray tables and arm rests. At the hotel wipe down doorknobs, light switches and the tv controller. Carry the same in car or purse and save vs buying the travel packs with their massive convenience markup. Happy travels!"
3016,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,6-Mar-20,Goodrollmodel,5,7,Bought these before the big Corona scare. They have gone up significantly in price since my purchase.
3017,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,26-Oct-20,Huyph4m,5,3,I really miss the days when I can actually get a real deal on these but nowadays just finding these for MSRP and having availability is a blessing. I've always loved Lysol products and this is no different. The wipes have a good thickness to them and won't disintegrate or get destroyed when you're using them to sanitize your surroundings or objects. The scent is nice as well and it's really nice just having a couple delivered to your door. Would definitely buy again as they have been my go-to wise for years but as you know they can be very hard to find right now.
3018,disinfecting_wipes,https://www.amazon.com/dp/B00Q70RCW6,25-Feb-21,Wahab Alansari,3,5,"The post covid wipes are not as strong as the old ones (see pic for weight difference: 513g old vs. 473g for the new ones). Also, the old wipes had dimples. The new ones are flat and are thinner, less liquid (see second pic).. After all the wait i am disappointed!"
